	brewery_type	name	street	city	postal_code	phone	yelp_rating	yelp_review_count
264	micro	Novel Brewing Company	6510 San Pablo Ave	Oakland	94608-1236	5109229974	4.5	109
265	micro	Oceanside Brewing Company	312 Via Del Norte	Oceanside	92058-1232	7604537900	5.0	112
266	brewpub	Bagby Beer Company	601 S Coast Hwy	Oceanside	92054-4120	7602709075	4.0	1089
267	regional	Belching Beaver Brewery	1334 Rocky Point Dr	Oceanside	92056-5864	7607321415	4.0	68
268	micro	Black Plague Brewing	2550 Jason Ct	Oceanside	92056-3592	7602072949	4.5	132
269	micro	Legacy Brewing Company	363 Airport Rd	Oceanside	92058-1203	7607053221	4.0	136
270	micro	Mason Ale Works	2002 S Coast Hwy	Oceanside	92054-6535	8583958809	4.0	49
271	micro	Northern Pine Brewing	326 N Horne St	Oceanside	92054-2810	7607541434	4.5	52
272	micro	Midnight Jack Brewing Company	3801 Oceanic Dr Ste 101	Oceanside	92056-5850	7606379679	4.0	68
273	micro	Strum Brewing Company	235 S Campus Ave	Ontario	91761-1736	9096786935	4.5	63
274	planning	Berts Brewing Co.		Orange	92867-6942	2069139711	4.5	275
275	micro	Black Cock Brewing Company	1444 N Batavia St	Orange	92867-3505	7147448410	4.0	256
276	micro	Chapman Crafted Beer	123 N Cypress St	Orange	92866-1309	8448552337	4.5	122
277	brewpub	Feather Falls Brewing Co	3 Alverda Dr	Oroville	95966-9379	5305344059	4.0	82
278	brewpub	Miner's Alley Brewing Company	2053 Montgomery St	Oroville	95965-4947	5306934388	4.0	133
279	micro	Red Tandem Brewery	1009 Harbor Blvd	Oxnard	93035-1131	8058324023	4.0	105
280	planning	Transmission Brewing Company		Oxnard	93030-8231	8054076133	4.0	380
281	contract	Craft Artisan Ales		Pacific Grove	93950-7093	8317177543	4.0	1106
282	micro	Pedro Point Brewing	55A Bill Drake Way	Pacifica	94044	6502889149	5.0	66
283	micro	Craftsman Brewing Co	1260 Lincoln Ave Ste 100	Pasadena	91103-2465	6262962537	4.5	39
284	contract	Dr Jekyll's Craft Beer	825 Cambridge Ct	Pasadena	91107-1977	3102738339	4.0	576
285	planning	First Water Brewing Company		Pasadena	91106-1420		4.5	39
286	micro	Toro Creek Brewing Co	1111 Riverside Ave, Ste 103	Paso Robles	93446	8055507007	4.5	28
287	brewpub	Dempsey's Restaurant And Brewery	50 E Washington St	Petaluma	94952-3115	7077659694	3.5	339
288	large	Lagunitas Brewing Co	1280 N McDowell Blvd	Petaluma	94954-1113	7077694495	4.5	1861
289	micro	Pismo Brewing Co	500 Cypress St	Pismo Beach	93449-2624	8052956200	3.5	147
290	micro	E.J. Phair Brewing Co.	300 Cumberland St	Pittsburg	94565-2234	9252529895	4.0	226
291	micro	Offshoot Beer Co.	737 Dunn Way	Placentia	92870	7149966258	4.5	951
292	micro	Stereo Brewing Co	950 S Via Rodeo	Placentia	92870-6775	7149933390	4.5	114
293	micro	Bruery, The	717 Dunn Way	Placentia	92870-6806	7149966258	4.5	951
294	micro	Old Hangtown Beer Works		Placerville	95667	5309195166	4.5	26
295	micro	Old Hangtown Beer Works		Placerville	95667	5309195166	4.5	26
296	micro	Old Hangtown Beer Works	11327 Trade Center Dr Ste 350	Rancho Cordova	95742-6285	5309195166	4.5	26
297	micro	Old Hangtown Beer Works	11327 Trade Center Dr Ste 350	Rancho Cordova	95742-6285	5309195166	4.5	26
298	micro	Outbreak Brewing Co.	640 Main St	Placerville	95667-5704	5307483258	4.0	45
299	brewpub	Placerville Brewing Co	155 Placerville Dr	Placerville	95667-3909	5302959166	3.0	167
300	micro	Amador Brewing Company	9659 Main St	Plymouth	95669-9570	2095071900	4.5	100
301	micro	Old Stump Brewery	2896 Metropolitan Pl	Pomona	91767-1854	9098609052	4.0	199
302	micro	Claimstake Brewing Company	11366 Monier Park Pl	Rancho Cordova	95742-6856	9166615249	4.5	108
303	micro	Fort Rock Brewing	12401 Folsom Blvd Ste 110	Rancho Cordova	95742-6422	9169364616	4.0	116
304	planning	Brewery in Planning - Rancho Cucamonga		Rancho Cucamonga	91737-2461	9094766934	4.5	299
305	micro	Kings Brewing Company	8560 Vineyard Ave Ste 301	Rancho Cucamonga	91730-4395	9097273333	4.5	213
306	micro	No Clue Craft Brewery	9037 Arrow Rte Ste 170	Rancho Cucamonga	91730-4433	9099892394	4.0	98
307	micro	Laguna Beach Beer Co	29851 Aventura	Rancho Santa Margarita	92688-2014	9492646821	4.5	111
308	brewpub	Cedar Crest Brewing and Wine Bar	615 Main St	Red Bluff	96080-3343	5307279016	4.5	19
309	brewpub	Final Draft Brewing Company	1600 California St	Redding	96001-1001	3105693868	4.0	276
310	micro	Wildcard Brewing Company	9565 Crossroads Dr	Redding	96003-6814	5307229239	4.5	46
311	brewpub	Woody's Brewery	1257 Oregon St	Redding	96001-0414	5307681034	4.0	446
312	micro	Escape Craft Brewery	721 Nevada St Ste 401	Redlands	92373-8053	9097133727	4.5	143
313	regional	Hangar 24 Craft Brewery	1710 Sessums Dr	Redlands	92374-1909	9093891400	4.5	607
314	micro	Ritual Brewing Co	1315 Research Dr	Redlands	92374-4583	9094787800	4.5	234
315	micro	King Harbor Brewing Co	2907 182nd St	Redondo Beach	90278-3922	3105428657	4.5	101
316	micro	Origin Brewer		Richmond	94805-2121		4.5	22
317	brewpub	Heroes Restaurant and Brewery	3397 Mission Inn Ave	Riverside	92501-3302	9512480722	3.5	1657
318	micro	5150 Brewing At The Brass Tap Rocklin	5150 Commons Dr Ste 101	Rocklin	95677-3925	9162462729	3.5	136
319	micro	Moksa Brewing Co	5860 Pacific St	Rocklin	95677-3738	9168241366	4.0	123
320	micro	Out of Bounds Brewing Company	4480 Yankee Hill Rd Ste 100	Rocklin	95677-1633		4.0	231
321	brewpub	Bear Republic Brewing Co Pub & Restaurant - Lakeside	5000 Roberts Lake Rd	Rohnert Park	94928	7075852722	3.5	361
322	brewpub	Monk's Cellar	240 Vernon St	Roseville	95678-2633	9167866665	4.0	745
323	micro	Fountainhead Brewing Co	4621 24th St	Sacramento	95822-1412	9162284610	4.5	62
324	micro	Jackrabbit Brewing Co	1323 Terminal St	West Sacramento	95691-3514	2096120259	4.5	86
325	micro	Jackrabbit Brewing Co	1323 Terminal St	West Sacramento	95691-3514	2096120259	4.5	86
326	micro	Jackrabbit Brewing Co	1323 Terminal St	West Sacramento	95691-3514	2096120259	4.5	86
327	micro	Jackrabbit Brewing Co	1323 Terminal St	West Sacramento	95691-3514	2096120259	4.5	86
328	micro	Track 7 Brewing Co - Natomas	826 Professor Ln Ste 100	Sacramento	95834-7743	9165204677	4.5	565
329	brewpub	Urban Roots Brewing	1322 V St	Sacramento	95818-1418	9167063741	4.0	351
330	brewpub	Alaro Craft Brewery	2004 Capitol Ave	Sacramento	95811	9164367711	4.0	141
331	planning	At Ease Brewing		Sacramento	95811-3003	9167362267	4.0	107
332	micro	Big Sexy Brewing Company	5861 88th St Ste 800	Sacramento	95828-1131	9163747332	4.5	61
333	micro	Big Stump Brewing Company	1716 L St	Sacramento	95811-4024	9166687433	4.5	134
334	micro	Bike Dog Brewing Co	2534 Industrial Blvd Ste 110	West Sacramento	95691-3471		4.5	202
335	micro	Bike Dog Brewing Co	2534 Industrial Blvd Ste 110	West Sacramento	95691-3471		4.5	202
336	micro	Bike Dog Brewing Co	2534 Industrial Blvd Ste 110	West Sacramento	95691-3471		4.5	202
337	micro	Bike Dog Brewing Co	2534 Industrial Blvd Ste 110	West Sacramento	95691-3471		4.5	202
338	micro	Device Brewing Company	8166 14th Ave	Sacramento	95826-4722	9167372739	4.0	1
339	planning	Golden Road Brewing Co		Sacramento	95811	9163829445	4.5	134
340	brewpub	Hoppy Brewing Co	2425 24th St	Sacramento	95819-4619	9164514677	3.0	10
341	micro	King Cong Brewing Company	1709 del Paso Blvd	Sacramento	95815-3016	9165148041	4.0	66
342	micro	New Glory Craft Brewery	8251 Alpine Ave	Sacramento	95826-4708	9164519355	4.5	150
343	micro	New Helvetia Brewing Company	1730 Broadway	Sacramento	95818-2320	9164699889	4.0	216
344	brewpub	Oak Park Brewing Co	3514 Broadway	Sacramento	95817-2825	9166602723	3.5	555
345	micro	Blue Oak Brewing Co	821 Cherry Ln	San Carlos	94070-3306	4152739676	4.5	62
346	micro	Devil's Canyon Brewing Company	935 Washington St	San Carlos	94070-5316	6505922739	4.0	160
347	micro	Left Coast Brewing Co.	1245 Puerta del Sol	San Clemente	92673-6310	9493619972	4.5	121
348	brewpub	Pizza Port San Clemente	301 N El Camino Real	San Clemente	92672-4716	9499400005	4.0	825
349	micro	Abnormal Beer Company	16990 Via Tazon Ste 123	San Diego	92127-1649	8586182463	5.0	6
350	planning	Brewery in Planning - San Diego		San Diego	92121-4396	8588882188	4.5	675
351	micro	Eppig Brewing	3052 El Cajon Blvd Ste 103	San Diego	92104-1399	6195011840	4.5	98
352	micro	Mike Hess Brewing - Miramar	7955 Silverton Ave Ste 1201	San Diego	92126-6357	6198876453	4.5	186
353	micro	New English Brewing Co Inc	11545 Sorrento Valley Rd Ste 305	San Diego	92121-1322	6198578023	4.0	600
354	brewpub	Stone Brewing World Bistro & Gardens- Liberty Station	2816 Historic Decatur Rd Ste 116	San Diego	92106-6164	6192692200	3.5	1983
355	micro	Thunderhawk Alements	8675 Miralani Dr Ste 100	San Diego	92126-4355	6199524832	4.5	55
356	micro	Alta Brewing Company	1983 Julian Avenue	San Diego	92113-1125	6197957300	4.5	27
357	large	10 Barrel Brewing Co	1501 E St	San Diego	92101-6618	6195782311	4.5	356
358	micro	2Kids Brewing Company	8680 Miralani Dr Ste 123	San Diego	92126-6391	8584805437	4.0	86
359	micro	Align Brewing Co	8680 Miralani Dr	San Diego	92126-6300		4.5	17
360	brewpub	Amplified Ale Works	4150 Mission Blvd Ste 208	San Diego	92109-5054	6195871400	4.0	850
361	contract	Clayton Brewing Co	661 W Arrow Hwy	San Dimas	91773-2936	9093944900	4.0	143
362	micro	San Fernando Brewing Co.	425 Park Ave	San Fernando	91340-2525	8187456175	4.5	202
363	micro	Black Hammer Brewing	544 Bryant St	San Francisco	94107-1217	4155002273	4.5	312
364	regional	Fort Point Beer Company	644 Mason St	San Francisco	94129-1600	4159064021	4.5	83
365	micro	Magnolia Dogpatch	2505 3rd St	San Francisco	94107-3112	4158647468	3.5	52
366	proprietor	Sufferfest Beer Company	1770 UNION STREET	San Francisco	94123-3404	4152386431	4.0	227
367	brewpub	Woods Cerveceria	3801 18th St	San Francisco	94114-2615	4152739295	4.0	193
368	brewpub	Beach Chalet Brewing Co	1000 Great Hwy	San Francisco	94121-3268	4153868439	3.0	1292
369	brewpub	21st Amendment Brewery Cafe	563 2nd St	San Francisco	94107-1411	4153690900	3.5	2426
370	brewpub	47 Hills Brewing Co	137 S Linden Ave	South San Francisco	94080-6410	6508678476	4.5	151
371	brewpub	47 Hills Brewing Co	137 S Linden Ave	South San Francisco	94080-6410	6508678476	4.5	151
372	brewpub	47 Hills Brewing Co	137 S Linden Ave	South San Francisco	94080-6410	6508678476	4.5	151
373	brewpub	47 Hills Brewing Co	137 S Linden Ave	South San Francisco	94080-6410	6508678476	4.5	151
374	large	Anchor Brewing Co	1705 Mariposa St	San Francisco	94107-2334	4158638350	5.0	679
375	micro	Barebottle Brewing Company	1525 Cortland Ave	San Francisco	94110-5714	4159268617	4.5	347
376	brewpub	Barrel Head Brewhouse	1785 Fulton St	San Francisco	94117-1202	4154166989	4.0	510
377	brewpub	Bartlett Hall	242 Ofarrell St	San Francisco	94102-2119	4154334332	3.5	802
378	micro	Black Sands Brewery	701 Haight St	San Francisco	94117-3316	4155345194	3.5	285
379	planning	Brewery in Planning - Calistoga		San Francisco	94117-1576		3.5	812
380	micro	Cellarmaker Brewing Company	1150 Howard St	San Francisco	94103-3914	4158633940	4.5	431
381	micro	Harmonic Brewing	1050 26th St	San Francisco	94107-3513	4158726817	4.5	126
382	brewpub	K-Oz Restaurant Brewery	121 7th St	San Francisco	94103-2835	4158729431	3.5	100
383	micro	Ogopogo Brewing	864 Commercial Ave	San Gabriel	91776		5.0	77
384	regional	Hermitage Brewing Company	1627 S 7th St	San Jose	95112-5932	4082910966	4.5	235
385	micro	Ale House Brewing Co		San Jose	95118-1605	4083907574	4.5	81
386	contract	Bison Brewing Co	1627 S 7th St	San Jose	95112-5932	5108125996	3.0	1406
387	regional	Gordon Biersch Brewing Co	357 E Taylor St	San Jose	95112-3105	4082781008	4.5	61
388	micro	Hapa's Brewing Company	460 Lincoln Ave # 90	San Jose	95126-3702	4089823299	4.5	235
389	contract	Moksha Beer		San Jose	95154-0279	4157295796	4.0	2921
390	micro	Santa Clara Valley Brewing	101 E Alma Ave	San Jose	95112-5944	4082885181	4.0	87
391	contract	South Bay Brewco	930 McLaughlin Ave	San Jose	95122-2611	4082193696	3.5	1738
392	brewpub	Uproar Brewing	439 S 1st St	San Jose	95113-2816	4086732266	4.0	264
393	brewpub	Whole Foods Market Brewing Company- Floodcraft Brewing	777 The Alameda	San Jose	95126-3155	4082071126	4.0	401
394	micro	Cleophus Quealy Beer Company	448 Hester St	San Leandro	94577-1024		4.5	125
395	planning	Dr Hops Kombucha Beer		San Leandro	94577-1263	3109168090	4.5	247
396	brewpub	7 Sisters Brewing Co	181 Tank Farm Rd Ste 110	San Luis Obispo	93401-7082	8058687133	4.5	100
397	brewpub	Libertine Brewing Company	1234 Broad St	San Luis Obispo	93401-3908	8057720700	4.0	185
398	brewpub	Underground Brewing Co.	3940 Broad St # 7415	San Luis Obispo	93401-7017		4.5	67
399	micro	Bang the Drum Brewery	950 Orcutt Rd	San Luis Obispo	93401-6740	8587762973	4.0	114
400	brewpub	Central Coast Brewing Co - Higuera St.	6 Higuera St.	San Luis Obispo	93401	8057832739	4.5	233
401	micro	SLO Brewing Co	736 Higuera St	San Luis Obispo	93401-3513	8054595604	3.5	370
402	planning	There Does Not Exist		San Luis Obispo	93401		4.0	1119
403	micro	Port Brewing Co / The Lost Abbey	155 Mata Way Ste 104	San Marcos	92069-2983	8009186816	4.0	483
404	micro	Dos Desperados Brewery	1241 Linda Vista Dr	San Marcos	92078-3809	7605666209	4.5	90
405	micro	Stumblefoot Brewing	1784 La Costa Meadows Dr Ste 103	San Marcos	92078-5174	7605663668	4.0	107
406	brewpub	Urge Gastropub & Common House/Mason Ale Works	255 Redel Rd	San Marcos	92078-4347		3.5	546
407	micro	Wild Barrel Brewing Company	692 Rancheros Dr	San Marcos	92069-3005	7605934785	4.5	151
408	brewpub	State Room Brewery	1132 4th St	San Rafael	94901-3007	4152957929	4.0	366
409	brewpub	Canyon Lakes Golf Course & Brewery	640 Bollinger Canyon Way	San Ramon	94582-4971		3.5	80
410	micro	House Of Pendragon Brewing Co	1849 Industrial Way Ste 103	Sanger	93657-8727	5593467786	4.5	106
411	micro	Deans Brothers Brewing Co.	1006 S Hathaway St	Santa Ana	92705-4129	7145422001	4.5	275
412	micro	Network Brewery	1824 Carnegie Ave	Santa Ana	92705-5503	6578598004	4.5	107
413	planning	Old 290 Brewery		Santa Ana	92704-7463	7145464255	3.0	717
414	micro	The Good Beer Company, Inc.	309 W 4th St	Santa Ana	92701-4502	7147142988	3.0	1108
415	micro	Pure Order Brewing Co	410 N Quarantina St	Santa Barbara	93103-3119	8059662881	4.5	78
416	brewpub	Santa Barbara Brewing Co	501 State St	Santa Barbara	93101-1601	8057301040	3.5	654
417	micro	Telegraph Brewing Co	418 N Salsipuedes St	Santa Barbara	93103-3127	8059635018	4.0	133
418	brewpub	The Brewhouse	229 W Montecito St	Santa Barbara	93101-3824	8059632739	3.5	650
419	micro	Golden State Brewery	1252 Memorex Dr	Santa Clara	95050-2812	4087272337	4.5	154
420	brewpub	Taplands Brewery	1171 Homestead Rd Ste 110	Santa Clara	95050-5479	4087092990	4.5	202
421	micro	Pocock Brewing Company	24907 Avenue Tibbitts Ste B	Santa Clarita	91355-3487	6617754899	4.5	111
422	brewpub	Shanty Shack Brewing	138 Fern St	Santa Cruz	95060-2118	8313160800	4.5	62
423	micro	East Cliff Brewing Company	21517 E Cliff Dr	Santa Cruz	95062-4844	8317135540	4.5	63
424	brewpub	Humble Sea Brewing Co	820 Swift St	Santa Cruz	95060-5866	8314316189	4.0	374
425	brewpub	New Bohemia Brewing Co	1030 41st Ave	Santa Cruz	95062-4447	8313500253	4.5	123
426	planning	Coastal Star Brewing Company		Santa Maria	93455-1722	8053284677	4.0	612
427	brewpub	Steele and Hops Public House	1901 Mendocino Ave	Santa Rosa	95401	7075232201	4.0	277
428	brewpub	2 Tread Brewing Co	1018 Santa Rosa Plz	Santa Rosa	95401-6399	4152330857	4.0	42
429	brewpub	Fogbelt Brewing Co	1305 Cleveland Ave	Santa Rosa	95401-4211	7079783400	4.0	237
430	micro	HenHouse Brewing	322 Bellevue Ave # 2	Santa Rosa	95407-7711		4.5	175
431	brewpub	Old Possum Brewing Company	357 Sutton Pl	Santa Rosa	95407	7073037177	4.0	42
432	micro	Plow Brewing Company	3334 Industrial Dr	Santa Rosa	95403-2011	7078434583	4.5	58
433	regional	Russian River Brewing Co	725 4th St	Santa Rosa	95404-4407	7075452337	4.0	2911
434	micro	Russian River Brewing Co - Production	1812 Ferdinand Ct	Santa Rosa	95404-5968		4.0	2911
435	micro	Seismic Brewing Co	2932 Dutton Ave	Santa Rosa	95407-5711	7075445996	3.5	496
436	brewpub	Third Street Aleworks	610 3rd St	Santa Rosa	95404-4418	7075233060	3.5	609
437	brewpub	Yeti Restaurant	190 Farmers Ln	Santa Rosa	95405-4703	7075219608	4.0	180
438	micro	Shady Oak Barrel House	420 1st St	Santa Rosa	95401-6339	7075958958	4.5	12
439	micro	Council Brewing Company	9962 Prospect Ave	Santee	92071		4.5	13
440	micro	Groundswell Brewing Co	10151 Prospect Ave	Santee	92071-4411	6107499123	4.0	24
441	micro	3 Disciples Brewing		Sebastopol	95472-5937	7072287309	4.0	22
442	planning	California Cider Co.		Sebastopol	95472	7078291101	3.0	88
443	brewpub	Woodfour Brewing Company	6780 Depot St Ste 160	Sebastopol	95472-3462	7078233144	3.5	314
444	micro	Ten Mile Brewing	1136 E Willow St	Signal Hill	90755-3433	5626121255	4.5	175
445	brewpub	Pizza Port Solana Beach	135 N Highway 101	Solana Beach	92075-1128	8584817332	4.0	1375
446	brewpub	Solvang Brewing Co	1547 Mission Dr	Solvang	93463-2607	8056882337	3.5	1201
447	micro	Sonoma Springs Brewing Co	19449 Riverside Dr Ste 101	Sonoma	95476-6357	7079387422	4.0	44
448	brewpub	Sonoma Grille	165 W Napa St	Sonoma	95476-6626	7079387542	4.0	260
449	micro	South Lake Brewing Company	1920 Lake Tahoe Blvd	South Lake Tahoe	96150-6307	5305780087	4.5	129
450	brewpub	Brewery At Lake Tahoe	3542 Lake Tahoe Blvd	South Lake Tahoe	96150-8900	5305444369	3.5	740
451	micro	Outpost Brewing Co	932 Stateline Ave	South Lake Tahoe	96150-6913	5304949805	4.5	41
452	brewpub	Sidellis Lake Tahoe	3350 Sandy Way	South Lake Tahoe	96150	5306003999	4.5	191
453	brewpub	Cold Water Brewery and Grill	2544 Lake Tahoe Blvd	South Lake Tahoe	96150-7707	5305444677	4.0	818
454	micro	Lake Tahoe AleWorX	2050 Lake Tahoe Blvd	South Lake Tahoe	96150-6404	5306000442	4.0	366
455	proprietor	High Water Brewing		Stockton	95204-2943	5304409098	5.0	4
456	micro	Channel Brewing Co.	110 N San Joaquin St	Stockton	95209-4506	2094904133	4.0	38
457	micro	Right Eye Brewing Co	301 Spring St	Suisun City	94585	7074161347	4.0	64
458	brewpub	Faultline Brewing Co	1235 Oakmead Pkwy	Sunnyvale	94085-4040	4087362739	3.0	965
459	brewpub	Firehouse Grill & Brewery	111 S Murphy Ave	Sunnyvale	94086-6113	4087739500	2.5	786
460	micro	Red Branch Brewing Company / Rabbits Foot Meadery	1246 Birchwood Dr	Sunnyvale	94089-2205	4087470770	4.5	16
461	brewpub	Lassen Ale Works @ The Pioneer Saloon	724 Main St	Susanville	96130-4372	5302577666	4.0	293
462	brewpub	Black Gold Brewing Co	508 Center St	Taft	93268-3109	6617656550	4.0	58
463	micro	Aftershock Brewing Co	28822 Old Town Front St Ste 107	Temecula	92590-2893	9519722256	4.5	179
464	brewpub	Karl Strauss Brewing Co	40868 Winchester Rd	Temecula	92591-5521	9512257963	4.5	975
465	micro	Westlake Brewing & Libation	31111 Via Colinas # 200	Thousand Oaks	91362-3909	7472227231	4.0	95
466	micro	Absolution Brewing Co	2878 Columbia St	Torrance	90503-3808	3104904860	4.0	280
467	micro	Cosmic Brewery	20316 Gramercy Pl	Torrance	90501-1511	4242592337	4.0	107
468	micro	Dudes' Brewing Co	1840 W 208th St	Torrance	90501-1807	4242712915	4.0	341
469	micro	Monkish Brewing Co	20311 S Western Ave	Torrance	90501-1504	3102952157	4.5	584
470	brewpub	Red Car Brewery and Restaurant	1266 Sartori Ave	Torrance	90501-2717	3107820222	3.5	462
471	micro	Scholb Premium Ales	2964 Columbia St	Torrance	90503-3806	4243507303	4.5	129
472	micro	Smog City Brewing Wood Cellar	1879 Del Amo Blvd	Torrance	90501	3103207664	4.5	547
473	micro	Strand Brewing Co	2201 Dominguez St	Torrance	90501-1418	3105170900	4.5	177
474	micro	Yorkshire Square Brewing Co.	1109 Van Ness Ave	Torrance	90501-2236	4243765115	4.5	177
475	micro	Zymurgy Brew Works	22755 Hawthorne Blvd	Torrance	90505-3613	3106502474	5.0	69
476	brewpub	HopSaint Brewing Company	5160 W 190th St	Torrance	90503-1005	3102144611	4.0	638
477	micro	Morgan Territory Brewing	1885 N Macarthur Dr	Tracy	95376-2820	2098348664	4.5	76
478	micro	FiftyFifty Brewing Production Facility	10434 River Park Pl	Truckee	96161-5905	5305872337	3.5	578
479	micro	Kaweah Brewing Co.	1054 E Walnut Ave	Tulare	93274	5599725573	4.0	78
480	micro	Dust Bowl Brewing Co	3000 Fulkerth Rd	Turlock	95380-9403	2096341934	3.5	624
481	brewpub	Archaic Craft Brewery At Centro	140 E Main St	Tustin	92780-4408	7142588817	4.5	407
482	planning	TAPS Brewery and Barrel Room		Tustin	92780-7302		4.5	114
483	brewpub	Ukiah Brewing Co	102 S State St	Ukiah	95482-4903	7074685898	4.0	226
484	micro	Rescue Brewing Co	167 N 2nd Ave	Upland	91786-6019	9095362739	4.5	122
485	planning	Brewery In Planning - Vacaville		Vacaville	95688-2526	7073379522	4.5	253
486	micro	Napa Smith Brewery	101 Yolano Dr	Vallejo	94589-2250	7072552912	4.5	65
487	brewpub	Mare Island Brewing Co.	289 Mare Island Way	Vallejo	94590-5801	7075563000	4.5	10
488	micro	Topa Topa Brewing Co	104 E Thompson Blvd	Ventura	93001-2723	8056289255	4.5	176
489	brewpub	Anacapa Brewing Co	472 E Main St	Ventura	93001-2627	8056432337	4.0	459
490	planning	Brewery in Planning - Ventura		Ventura	93003-8058	8054151211	4.5	111
491	micro	Leashless Brewing	585 E Thompson Blvd	Ventura	93001-2826	8056289474	4.0	93
492	micro	Madewest Brewing Company	1744 Donlon St	Ventura	93003-5673	8059475002	4.5	160
493	micro	Smoke Mountain Brewery	6520 Casitas Pass Rd	Ventura	93001-9794	8058047954	4.0	345
494	micro	Ventura Coast Brewing Company	76 S Oak St	Ventura	93001-2702	8056678640	4.5	111
495	brewpub	Brewbakers Brewing Co	219 E Main St	Visalia	93291-6355	5596272739	4.0	383
496	micro	Barrel Harbor Brewing Co.	2575 Pioneer Ave Ste 104	Vista	92081-8450	7607343949	4.5	417
497	micro	Battlemage Brewing Co	2870 Scott St Ste 102	Vista	92081-8556	7602166425	5.0	90
498	micro	Bear Roots Brewing Company	1213 S Santa Fe Ave	Vista	92083-7230	7607264204	4.5	175
499	brewpub	Belching Beaver Brewery Tavern & Grill	302 E Broadway	Vista	92084-6020	7605995832	4.0	642
500	brewpub	Booze Brothers Brewing Co.	2545 Progress St	Vista	92081-8483	7602950217	4.5	241
501	micro	Indian Joe Brewing	2123 Industrial Ct	Vista	92081-7900	7602953945	4.5	140
502	micro	Latitude 33 Brewing Co	1430 Vantage Ct Ste 104	Vista	92081-8545	7604106333	4.5	417
503	brewpub	Prohibition Brewing	2004 E Vista Way	Vista	92084-3321	7602953525	4.0	550
504	micro	Toolbox Brewing Company	1495 Poinsettia Ave Ste 148	Vista	92081-8539	7605981477	4.0	145
505	micro	Wavelength Brewing Company	236 Main St	Vista	92084-6008	7608209283	4.5	158
506	micro	Corralitos Brewing Co	2536 Freedom Blvd	Watsonville	95076-1046	8317282311	4.5	75
507	micro	Mount Shasta Brewing Co	360 College Ave	Weed	96094-2706	5309382394	3.5	190
508	micro	Yolo Brewing Co	1520 Terminal St	West Sacramento	95691-3814	9163797585	4.0	152
509	micro	Five Threads Brewing Company	31133 Via Colinas Ste 109	Westlake Village	91362-4525		4.5	137
510	micro	Sundowner Brewing Co.	30961 Agoura Rd Ste 321	Westlake Village	91361-5686	8185979463	4.5	372
511	micro	14 Cannons Brewing Company	31125 Via Colinas Ste 907	Westlake Village	91362-3974	8186996165	4.5	74
512	planning	LA Bodega Brewing Co		Whittier	90603-1207		4.0	364
513	brewpub	Stadium Pizza - Murrieta	32278 Clinton Keith Rd Ste 101	Wildomar	92595-7314	9516787826	4.5	384
514	micro	Blue Note Brewing Company	750 Dead Cat Aly	Woodland	95695-3435	5303584677	4.5	85
515	contract	Fireman's Brew	6433 Topanga Canyon Blvd # 189	Woodland Hills	91303-2621	8188832739	1.0	1
516	planning	Paperback Brewing Company		Woodland Hills	91367-2912		3.5	146
517	planning	The Blue Poppy Brewery		Yorba Linda	92886-7300		3.0	663
518	brewpub	Sutter Buttes Brewing	421 Center St	Yuba City	95991-4505	5307907999	4.0	355
519	micro	Brewcaipa Brewing Co.	35058 Yucaipa Blvd	Yucaipa	92399-4337	9092722337	4.5	68
